data_id,mid,display,correct_mid,done_by
ayudante abogado,lawyer assistant,ayudante abogado,,
analista funcional jefe,lead analyst,analista funcional jefe,,
director titular,lead director,director titular,,
aparejador jefe,lead engineer,aparejador jefe,,
jefe obras civiles,lead engineer,jefe obras civiles,,
supervisor jefe,lead supervisor,supervisor jefe,,
jefe tecnico sistemas,lead technician,jefe técnico sistemas,,
consultor lean,lean consultant,consultor lean,,
experto lean manufacturing,lean manufacturing manager,experto lean manufacturing,,
profesor apoyo extraescolar,learning support teacher,profesor apoyo extraescolar,,
conferenciante,lecturer,conferenciante,,
profesor asociado derecho administrativo,lecturer associate professor,profesor asociado derecho administrativo,,
profesor asociado derecho mercantil,lecturer associate professor,profesor asociado derecho mercantil,,
licenciada historia,lecturer history,licenciada historia,,
docente investigador,lecturer researcher,docente investigador,,
formador conferenciante,lecturer trainer,formador conferenciante,,
administrativo juridico,legal administrative assistant,administrativo jurídico,,
letrado asesor,legal adviser,letrado asesor,,
asistente letrado,legal assistant,asistente letrado,,
letrado servicios juridicos,legal service,letrado servicios jurídicos,,
auxiliar comedor ocio,leisure assistant,auxiliar comedor ocio,,
coordinador ocio,leisure manager,coordinador ocio,,
monitor actividades ludicas,leisure manager,monitor actividades lúdicas,,
archivero bibliotecario,librarian,archivero bibliotecario,,
bibliotecario,librarian,bibliotecario,,
bibliotecario documentalista,librarian,bibliotecario documentalista,,
auxiliar archivos bibliotecas,library assistant,auxiliar archivos bibliotecas,,
auxiliar biblioteca biblioteca,library assistant,auxiliar biblioteca,,
auxiliar de biblioteca,library assistant,auxiliar de biblioteca,,
ayudante biblioteca,library assistant,ayudante biblioteca,,
director concesiones,license manager,director concesiones,,
gestor licencias,license manager,gestor licencias,,
coach,life coach,coach,,
socorrista,lifeguard,socorrista,,
estilista asesor imagen,lifestyle consultant,estilista asesor imagen,,
cocinero linea,line cook,cocinero línea,,
gerente linea,line manager,gerente línea,,
operador de linea,line operator,operador de línea,,
operario de linea,line operator,operario de línea,,
operario encargado,line operator,operario encargado,,
supervisor linea,line supervisor,supervisor línea,,
jefe localizaciones,location manager,jefe localizaciones,,
analista tic,logistics analyst,analista tic,,
soporte logistico,logistics support,soporte logístico,,
becario de operaciones,logistics trainee,becario de operaciones,,
administrativo siniestros,loss adjuster,administrativo siniestros,,
administrativo tramitador siniestros,loss adjuster,administrativo tramitador siniestros,,
perito tasador siniestros,loss adjuster,perito tasador siniestros,,
conductor maquinaria,machine driver,conductor maquinaria,,
conductor maquinas,machine driver,conductor maquinas,,
jefe parque maquinaria,machine driver,jefe parque maquinaria,,
ingeniero maquinaria,machine engineer,ingeniero maquinaria,,
oficial maquina,machine operator,oficial maquina,,
operador de maquinaria,machine operator,operador de maquinaria,,
operador maquina,machine operator,operador maquina,,
operador maquinas,machine operator,operador maquinas,,
operario maquina,machine operator,operario maquina,,
operario maquina corte laser,machine operator,operario maquina corte laser,,
operario maquina herramienta,machine operator,operario maquina herramienta,,
operario maquina inyeccion,machine operator,operario maquina inyección,,
operario maquinaria industrial,machine operator,operario maquinaria industrial,,
operario maquinaria pesada,machine operator,operario maquinaria pesada,,
operario maquinas,machine operator,operario maquinas,,
preparador maquinas,machine operator,preparador maquinas,,
tecnico de maquinaria,machine technician,técnico de maquinaria,,
instrumentista,machinist,instrumentista,,
mantenimiento,maintenance,mantenimiento,,
mantenimiento equipos,maintenance,mantenimiento equipos,,
mantenimiento industrial,maintenance,mantenimiento industrial,,
mantenimiento preventivo,maintenance,mantenimiento preventivo,,
montador mantenimiento,maintenance,montador mantenimiento,,
mozo mantenimiento,maintenance,mozo mantenimiento,,
responsable mantenimientos,maintenance,responsable mantenimientos,,
socorrista mantenimiento,maintenance,socorrista mantenimiento,,
soldador mantenimiento,maintenance,soldador mantenimiento,,
administrativo de mantenimiento,maintenance administrator,administrativo de mantenimiento,,
asistente de mantenimiento,maintenance assistant,asistente de mantenimiento,,
auxiliar mantenimiento,maintenance assistant,auxiliar mantenimiento,,
ayudante mantenimiento,maintenance assistant,ayudante mantenimiento,,
ayudante tecnico mantenimiento,maintenance assistant,ayudante técnico mantenimiento,,
coordinador de mantenimiento,maintenance coordinator,coordinador de mantenimiento,,
electricista mantenimiento,maintenance electrician,electricista mantenimiento,,
oficial electricista mantenimiento,maintenance electrician,oficial electricista mantenimiento,,
ingeniero de mantenimiento,maintenance engineer,ingeniero de mantenimiento,,
ingeniero departamento mantenimiento,maintenance engineer,ingeniero departamento mantenimiento,,
ingeniero mantenimiento instalaciones,maintenance engineer,ingeniero mantenimiento instalaciones,,
ingeniero operaciones mantenimiento,maintenance engineer,ingeniero operaciones mantenimiento,,
encargado de mantenimiento,maintenance manager,encargado de mantenimiento,,
encargado mantenimiento industrial,maintenance manager,encargado mantenimiento industrial,,
encargado produccion mantenimiento,maintenance manager,encargado producción mantenimiento,,
gestor contratos mantenimiento,maintenance manager,gestor contratos mantenimiento,,
gestor mantenimiento,maintenance manager,gestor mantenimiento,,
jefe de mantenimiento,maintenance manager,jefe de mantenimiento,,
jefe produccion mantenimiento,maintenance manager,jefe producción mantenimiento,,
jefe tecnico mantenimiento,maintenance manager,jefe técnico mantenimiento,,
responsable dpto mantenimiento,maintenance manager,responsable dpto. mantenimiento,,
responsable mantenimiento,maintenance manager,responsable mantenimiento,,
mecanico mantenimiento,maintenance mechanic,mecánico mantenimiento,,
jefe de mantenimiento industrial,maintenance officer,jefe de mantenimiento industrial,,
oficial de mantenimiento,maintenance officer,oficial de mantenimiento,,
oficial de primera mantenimiento,maintenance officer,oficial de primera mantenimiento,,
oficial mecanico mantenimiento,maintenance officer,oficial mecánico mantenimiento,,
oficial segunda mantenimiento,maintenance officer,oficial segunda mantenimiento,,
peon de mantenimiento,maintenance officer,peón de mantenimiento,,
responsable de mantenimiento,maintenance officer,responsable de mantenimiento,,
tecnico mantenimiento oficial,maintenance officer,técnico mantenimiento oficial,,
operario mantenimiento industrial,maintenance operative,operario mantenimiento industrial,,
servicio de mantenimiento,maintenance service,servicio de mantenimiento,,
supervisor de mantenimiento,maintenance supervisor,supervisor de mantenimiento,,
jefe de equipo de mantenimiento,maintenance team leader,jefe de equipo de mantenimiento,,
tecnico de mantenimiento,maintenance technician,técnico de mantenimiento,,
tecnico de mantenimiento electromecanico,maintenance technician,técnico de mantenimiento electromecánico,,
tecnico de operaciones de mantenimiento,maintenance technician,técnico de operaciones de mantenimiento,,
tecnico electromecanico mantenimiento,maintenance technician,técnico electromecánico mantenimiento,,
tecnico instalador mantenimiento,maintenance technician,técnico instalador mantenimiento,,
tecnico mantenimiento avionica,maintenance technician,técnico mantenimiento aviónica,,
tecnico mantenimiento electromedicina,maintenance technician,técnico mantenimiento electro medicina,,
tecnico mantenimiento industrial,maintenance technician,técnico mantenimiento industrial,,
tecnico mantenimiento instalador,maintenance technician,técnico mantenimiento instalador,,
tecnico mantenimiento maquinaria,maintenance technician,técnico mantenimiento maquinaria,,
tecnico mantenimiento obras,maintenance technician,técnico mantenimiento obras,,
tecnico mantenimiento planta,maintenance technician,técnico mantenimiento planta,,
tecnico mantenimientos,maintenance technician,técnico mantenimientos,,
tecnico obras mantenimiento,maintenance technician,técnico obras mantenimiento,,
tecnico puesta marcha mantenimiento,maintenance technician,técnico puesta marcha mantenimiento,,
tenico mantenimiento,maintenance technician,técnico mantenimiento,,
operario de mantenimiento,maintenance worker,operario de mantenimiento,,
jefe de sala,maitre,jefe de sala,,
consejera belleza maquilladora,makeup artist,consejera belleza maquilladora,,
gerencia,management,gerencia,,
responsable gerencia,management,responsable gerencia,,
administrativo de gerencia,management administrator,administrativo de gerencia,,
administrativo dpto gestion,management administrator,administrativo dpto. gestión,,
administrativo gerencia,management administrator,administrativo gerencia,,
asistente gerencia,management assistant,asistente gerencia,,
asesor gerencia,management consultant,asesor gerencia,,
consultor gerente,management consultant,consultor gerente,,
consultor gestion calidad,management consultant,consultor gestión calidad,,
consultor gestor,management consultant,consultor gestor,,
gestion desarrollo personas,management development,gestión desarrollo personas,,
ingeniero gerente,management engineer,ingeniero gerente,,
tecnico de gestion de servicios comunes,management technician,técnico de gestión de servicios comunes,,
tecnico de seleccion y gestion de personal,management technician,técnico de selección y gestión de personal,,
tecnico gestion ayudas,management technician,técnico gestión ayudas,,
tecnico seleccion gestion,management technician,técnico selección gestión,,
afilador,manager,afilador,,
calderero montador,manager,calderero montador,,
delineante naval,manager,delineante naval,,
encargado,manager,encargado,,
encargado autonomo,manager,encargado autónomo,,
encargado cajas,manager,encargado cajas,,
encargado corner,manager,encargado córner,,
encargado fontaneria,manager,encargado fontanería,,
encargado parafarmacia,manager,encargado parafarmacia,,
encargado pescaderia,manager,encargado pescadería,,
encargado tercera,manager,encargado tercera,,
encargado textil,manager,encargado textil,,
gerente,manager,gerente,,
gerente asturias,manager,gerente Asturias,,
gerente murcia,manager,gerente murcia,,
gerente rural,manager,gerente rural,,
gerente seleccion,manager,gerente selección,,
gerente trabajador,manager,gerente trabajador,,
gestor,manager,gestor,,
gestor alarmas,manager,gestor alarmas,,
gestor casos,manager,gestor casos,,
gestor espacios,manager,gestor espacios,,
gestor llamadas,manager,gestor llamadas,,
gestor marcas,manager,gestor marcas,,
gestor presencial,manager,gestor presencial,,
gestor telefonico,manager,gestor telefónico,,
jefe metodos tiempos,manager,jefe métodos tiempos,,
peon encargado,manager,peón encargado,,
responsable,manager,responsable,,
responsable caballero,manager,responsable caballero,,
responsable cantabria,manager,responsable cantabria,,
responsable de sala,manager,responsable de sala,,
responsable de unidad,manager,responsable de unidad,,
responsable filial,manager,responsable filial,,
responsable noroeste,manager,responsable noroeste,,
responsable provincia,manager,responsable provincia,,
responsable valladolid,manager,responsable Valladolid,,
responsable varios departamentos,manager,responsable varios departamentos,,
sanitario,manager,sanitario,,
viceconsejero,manager,vice consejero,,
asesor fiscal gerente,manager advisory,asesor fiscal gerente,,
asesor gestor laboral,manager advisory,asesor gestor laboral,,
gerente servicios financieros,manager financial services,gerente servicios financieros,,
jefe gestion calidad,manager quality management,jefe gestión calidad,,
responsable gestion calidad,manager quality management,responsable gestión calidad,,
gerente agencia inmobiliaria,manager real estate,gerente agencia inmobiliaria,,
gestor patrimonio inmobiliario,manager real estate,gestor patrimonio inmobiliario,,
encargado formador,manager trainer,encargado formador,,
gestor asistencia,managers assistant,gestor asistencia,,
gestor tramitador,managing consultant,gestor tramitador,,
director creativo / gerente,managing creative director,director creativo / gerente,,
director administrador,managing director,director administrador,,
director encargado,managing director,director encargado,,
director general,managing director,director general,,
director general director,managing director,director general director,,
director gerente,managing director,director gerente,,
maestro director,managing director,maestro director,,
secretario gerencia,managing director,secretario gerencia,,
consejero administracion,managing director consultant,consejero administración,,
director gerente administrador,managing director manager,director gerente administrador,,
gerente director medico,managing director media,gerente director medico,,
gerente accionista,managing director shareholder,gerente accionista,,
socio gerente,managing partner,socio gerente,,
ingeniero procesos fabricacion,manufacturing process engineer,ingeniero procesos fabricación,,
responsable calidad fabricacion,manufacturing quality engineer,responsable calidad fabricación,,
analista de mercados,market analyst,analista de mercados,,
analista mercado,market analyst,analista mercado,,
desarrollador mercado,market developer,desarrollador mercado,,
desarrollo mercados,market development,desarrollo mercados,,
director mercados,market manager,director mercados,,
director nuevos mercados,market manager,director nuevos mercados,,
analista estudios mercado,market research analyst,analista estudios mercado,,
asistente estudios mercado,market research assistant,asistente estudios mercado,,
investigador mercado,market researcher,investigador mercado,,
investigador mercados,market researcher,investigador mercados,,
investigadora mercados,market researcher,investigadora mercados,,
analista riesgo mercado,market risk analyst,analista riesgo mercado,,
locutor anuncios,marketing advertising,locutor anuncios,,
marketing publicidad,marketing advertising,marketing publicidad,,
coordinador mercadeo,marketing coordinator,coordinador mercadeo,,
coordinador promociones,marketing coordinator,coordinador promociones,,
disenador de publicidad,marketing designer,diseñador de publicidad,,
responsable dpto publicidad,marketing manager,responsable dpto. publicidad,,
jefe publicidad marketing,marketing manger,jefe publicidad marketing,,
jefe imagen,marketing pr manager,jefe imagen,,
gerente promociones inmobiliarias,marketing promotions manager,gerente promociones inmobiliarias,,
responsable mercados,marketing responsible,responsable mercados,,
coordinador jefe ventas,marketing segment manager,coordinador jefe ventas,,
masajista,massage therapist,masajista,,
quiromasajista,massage therapist,quiromasajista,,
terapeuta masajista,massage therapist,terapeuta masajista,,
responsable materias primas,materials controller,responsable materias primas,,
coordinador materiales,materials coordinator,coordinador materiales,,
gestor materiales,materials manager,gestor materiales,,
ingeniero materiales procesos,materials processes engineer,ingeniero materiales procesos,,
ingeniero superior procesos,materials processes engineer,ingeniero superior procesos,,
enfermero maternidad,maternity nurse,enfermero maternidad,,
alcalde,mayor,alcalde,,
marinero puente maquinas,mecanicien machines,marinero puente maquinas,,
mecanico automocion,mechanic,mecánico automoción,,
ingeniero proyectista mecanico,mechanical design engineer,ingeniero proyectista mecánico,,
proyectista mecanico,mechanical designer,proyectista mecánico,,
ingeniero mecanico,mechanical engineer,ingeniero mecánico,,
ingeniero mantenimiento mecanico,mechanical maintenance engineer,ingeniero mantenimiento mecánico,,
encargado mantenimiento mecanico,mechanical manager,encargado mantenimiento mecánico,,
encargado mecanico,mechanical manager,encargado mecánico,,
encargado mecanizado,mechanical manager,encargado mecanizado,,
jefe equipo mecanico,mechanical team leader,jefe equipo mecánico,,
jefe instalaciones mecanicas,mechanical team leader,jefe instalaciones mecánicas,,
analista de medios,media analyst,analista de medios,,
analista prensa,media analyst,analista prensa,,
analista social media,media analyst,analista social media,,
asistente de medios,media assistant,asistente de medios,,
periodista asesor,media consultant,periodista asesor,,
director medios audiovisuales,media director,director medios audiovisuales,,
responsable relaciones medios,media relations manager,responsable relaciones medios,,
portavoz,media spokesperson,portavoz,,
abogado mediador,mediator,abogado mediador,,
mediador,mediator,mediador,,
asesor medico,medical adviser,asesor medico,,
asistente medico,medical assistant,asistente medico,,
medico adjunto digestivo,medical assistant,medico adjunto digestivo,,
medico adjunto,medical consultant,médico adjunto,,
medico consultor,medical consultant,medico consultor,,
coordinador medico,medical coordinator,coordinador medico,,
delegado visitador medico,medical delegate,delegado visitador medico,,
director medico,medical director,director medico,,
director servicios medicos,medical director,director servicios médicos,,
perito medico,medical expert,perito médico,,
interno medicina,medical intern,interno medicina,,
atencion medico de familia,medical practitioner,atención médico de familia,,
medico adicciones,medical practitioner,medico adicciones,,
medico contingencias comunes,medical practitioner,medico contingencias comunes,,
medico equipo atencion,medical practitioner,medico equipo atención,,
medico familia salud,medical practitioner,medico familia salud,,
medico mir,medical practitioner,medico mir,,
medico residente medicina familia,medical resident,medico residente medicina familia,,
medico residente medicina nuclear,medical resident,medico residente medicina nuclear,,
medico residente medicina trabajo,medical resident,medico residente medicina trabajo,,
medico residente obstetricia ginecologia,medical resident,medico residente obstetricia ginecología,,
residente medicina nuclear,medical resident,residente medicina nuclear,,
delegado visita medica,medical sales representative,delegado visita medica,,
visitador medico,medical sales representative,visitador medico,,
mentor,mentor,mentor,,
jefe maquinas marina mercante,merchant navy,jefe maquinas marina mercante,,
vendedor mozo almacen,merchant navy,vendedor mozo almacén,,
metalista,metal worker,metalista,,
comadrona,midwife,comadrona,,
matrona,midwife,matrona,,
militante,military,militante,,
molinero,miller,molinero,,
desarrollador aplicaciones moviles,mobile application developer,desarrollador aplicaciones móviles,,
desarrollador movil,mobile developer,desarrollador móvil,,
tecnico movilidad,mobile technician,técnico movilidad,,
agente de movilidad,mobility,agente de movilidad,,
gestor movilidad,mobility manager,gestor movilidad,,
responsable movilidad,mobility manager,responsable movilidad,,
azafato de imagen,model,azafato de imagen,,
modelador,modeller,modelador,,
moderador,moderator,moderador,,
monitor actividad,monitor,monitor actividad,,
monitor baile,monitor,monitor baile,,
monitor camarero,monitor,monitor camarero,,
monitor granja,monitor,monitor granja,,
monitor idiomas,monitor,monitor idiomas,,
monitor internet,monitor,monitor internet,,
monitor memoria,monitor,monitor memoria,,
monitor social,monitor,monitor social,,
monitor turismo,monitor,monitor turismo,,
monitor actividad extraescolar,monitoring officer,monitor actividad extraescolar,,
monitor actividades infantiles juveniles,monitoring officer,monitor actividades infantiles juveniles,,
monitor actividades libre infantil juvenil,monitoring officer,monitor actividades libre infantil juvenil,,
monitor clases extraescolares ingles,monitoring officer,monitor clases extraescolares ingles,,
monitor colonias urbanas,monitoring officer,monitor colonias urbanas,,
monitor comedor colegio,monitoring officer,monitor comedor colegio,,
monitor habilidades sociales,monitoring officer,monitor habilidades sociales,,
monitor pista hielo,monitoring officer,monitor pista hielo,,
monitor talleres memoria,monitoring officer,monitor talleres memoria,,
responsable de seguimiento,monitoring officer,responsable de seguimiento,,
administrativo hipotecario,mortgage administrator,administrativo hipotecario,,
asesor hipotecario,mortgage advisor,asesor hipotecario,,
gestor hipotecario,mortgage manager,gestor hipotecario,,
gestor prestamos hipotecarios,mortgage manager,gestor prestamos hipotecarios,,
tramitador siniestros automocion,motor claims handler,tramitador siniestros automoción,,
desarrollador multimedia,multimedia developer,desarrollador multimedia,,
desarrollador web multimedia,multimedia developer,desarrollador web multimedia,,
realizador multimedia,multimedia producer,realizador multimedia,,
productor musical,music producer,productor musical,,
ingeniero sonido productor musical,music producer sound engineer,ingeniero sonido productor musical,,
ejecutivo cuentas nacionales,national account executive,ejecutivo cuentas nacionales,,
jefe cuentas nacionales,national account manager,jefe cuentas nacionales,,
gerente cuentas nacionales,national accounts manager,gerente cuentas nacionales,,
gestor cuentas nacionales,national accounts manager,gestor cuentas nacionales,,
ingeniero naval,naval architect,ingeniero naval,,
desarrollador .net,net developer,desarrollador .NET,,
desarrollador net,net developer,desarrollador net,,
desarrollador software net,net software developer,desarrollador software net,,
desarrollador web net,net web developer,desarrollador web net,,
administrador de redes,network administrator,administrador de redes,,
administrador redes informaticas,network administrator,administrador redes informáticas,,
administrador redes sociales,network administrator,administrador redes sociales,,
analista redes,network analyst,analista redes,,
consultor redes,network consultant,consultor redes,,
coordinador de redes sociales,network coordinator,coordinador de redes sociales,,
coordinador redes,network coordinator,coordinador redes,,
desarrollo net,network development manager,desarrollo net,,
ingeniero redes,network engineer,ingeniero redes,,
responsable de redes,network manager,responsable de redes,,
ingeniero seguridad redes,network security engineer,ingeniero seguridad redes,,
ingeniero soporte redes,network support engineer,ingeniero soporte redes,,
administrador de redes y comunicaciones,network systems administrator,administrador de redes y comunicaciones,,
administrador de sistemas y aplicaciones,network systems administrator,administrador de sistemas y aplicaciones,,
administrador redes sistemas informaticos,network systems administrator,administrador redes sistemas informáticos,,
administrador sistemas informaticos practicas,network systems administrator,administrador sistemas informáticos practicas,,
administrador sistemas informaticos redes,network systems administrator,administrador sistemas informáticos redes,,
administrador sistemas redes,network systems administrator,administrador sistemas redes,,
programador web administrador sistemas,network systems administrator,programador web administrador sistemas,,
tecnico administrador de sistemas informaticos,network systems administrator,técnico administrador de sistemas informáticos,,
responsable sistemas redes,network systems engineer,responsable sistemas redes,,
tecnico de redes sociales,network technician,técnico de redes sociales,,
neurocirujano,neurosurgeon,neurocirujano,,
desarrollo nuevo negocio,new business development,desarrollo nuevo negocio,,
responsable desarrollo nuevos productos,new product development manager,responsable desarrollo nuevos productos,,
editor de noticias,news editor,editor de noticias,,
editor informativos,news editor,editor informativos,,
redactor de informativos,news editor,redactor de informativos,,
redactor de noticias,news editor,redactor de noticias,,
redactor informativo,news editor,redactor informativo,,
redactor servicios informativos,news editor,redactor servicios informativos,,
coordinador de informativos,news manager,coordinador de informativos,,
presentador de informativos,news presenter,presentador de informativos,,
presentador noticias,news presenter,presentador noticias,,
redactor presentadora informativos,news presenter,redactor presentadora informativos,,
redactor actualidad,news writer,redactor actualidad,,
auditor noche,night auditor,auditor noche,,
auditor nocturno,night auditor,auditor nocturno,,
ingeniero nuclear,nuclear engineer,ingeniero nuclear,,
ingeniero seguridad nuclear,nuclear engineer,ingeniero seguridad nuclear,,
enfemero,nurse,enfermero,,
enfermera,nurse,enfermera,,
enfermero,nurse,enfermero,,
enfermero familia,nurse,enfermero familia,,
enfermero generalista,nurse,enfermero generalista,,
enfermero geriatria,nurse,enfermero geriatría,,
enfermero hemodialisis,nurse,enfermero hemodiálisis,,
enfermero hemodinamica,nurse,enfermero hemodinámica,,
enfermero nefrologia,nurse,enfermero nefrología,,
enfermero podologa,nurse,enfermero podóloga,,
enfermero salud,nurse,enfermero salud,,
enfermero sangre,nurse,enfermero sangre,,
licenciada enfermeria,nurse,licenciada enfermería,,
tecnico de enfermeria,nurse,técnico de enfermería,,
enfermero reproduccion asistida,nurse assistant,enfermero reproducción asistida,,
enfermero consulta,nurse consultant,enfermero consulta,,
enfermero coordinador,nurse coordinator,enfermero coordinador,,
enfermero gestor,nurse manager,enfermero gestor,,
enfermero uvi movil,nurse specialist,enfermero uvi móvil,,
auxilar enfermeria,nursing assistant,auxiliar enfermería,,
auxiliar de enfermeria,nursing assistant,auxiliar de enfermería,,
ayudante enfermeria,nursing assistant,ayudante enfermería,,
asesor nutricional,nutritional advisor,asesor nutricional,,
nutricionista deportiva,nutritional therapist,nutricionista deportiva,,
medico adjunto ginecologia obstetricia,obstetrician gynaecologist,médico adjunto ginecología obstetricia,,
medico adjunto servicio ginecologia obstetricia,obstetrician gynaecologist,medico adjunto servicio ginecología obstetricia,,
medico ocupacional,occupational health,medico ocupacional,,
tecnico salud laboral,occupational health,técnico salud laboral,,
enfermero laboral,occupational health nurse,enfermero laboral,,
coordinador terapeuta ocupacional,occupational therapist,coordinador terapeuta ocupacional,,
terapeuta ocupacional,occupational therapist,terapeuta ocupacional,,
terapeuta ocupacional domicilio,occupational therapist,terapeuta ocupacional domicilio,,
administrador oficina,office administrator,administrador oficina,,
ayudante de despacho,office assistant,ayudante de despacho,,
consultor oficinas,office consultant,consultor oficinas,,
coordinador oficinas,office coordinator,coordinador oficinas,,
director bufete,office manager,director bufete,,
director de oficina,office manager,director de oficina,,
director departamento oficinas,office manager,director departamento oficinas,,
encargado oficial primera,office manager,encargado oficial primera,,
gerente de oficina,office manager,gerente de oficina,,
gerente oficial,office manager,gerente oficial,,
responsable oficinas,office manager,responsable oficinas,,
gerente de punto venta,office sales manager,gerente de punto venta,,
gestor de puntos de venta,office sales manager,gestor de puntos de venta,,
gestor punto ventas,office sales manager,gestor punto ventas,,
gpv gestor punto venta,office sales manager,gpv gestor punto venta,,
secretario oficina,office secretary,secretario oficina,,
oficial,officer,oficial,,
oficial calderero,officer,oficial calderero,,
oficial carretillero,officer,oficial carretillero,,
oficial maquinas,officer,oficial maquinas,,
oficial responsable,officer,oficial responsable,,
ofimatico,officer,ofimático,,
oficial enlace,official,oficial enlace,,
coordinador linea cajas,online coordinator,coordinador línea cajas,,
gerente operario,operating manager,gerente operario,,
director operacional,operational director,director operacional,,
director operativa,operational director,director operativa,,
director operativo,operational director,director operativo,,
gestor operativa,operational manager,gestor operativa,,
responsable operativo,operational manager,responsable operativo,,
operador especializado,operational specialist,operador especializado,,
operario inventario,operations,operario inventario,,
administrativo dpto operaciones,operations administrator,administrativo dpto. operaciones,,
administrativo operario,operations administrator,administrativo operario,,
analista operaciones,operations analyst,analista operaciones,,
asistente operaciones,operations assistant,asistente operaciones,,
auxiliar operativo,operations assistant,auxiliar operativo,,
adjunta operaciones,operations associate,adjunta operaciones,,
coordinador departamento operaciones,operations coordinator,coordinador departamento operaciones,,
coordinador operaciones,operations coordinator,coordinador operaciones,,
director centros comerciales,operations director,director centros comerciales,,
director de operaciones,operations director,director de operaciones,,
director del departamento de operaciones,operations director,director del departamento de operaciones,,
director departamento compras,operations director,director departamento compras,,
director departamento fiscal,operations director,director departamento fiscal,,
director departamento obras,operations director,director departamento obras,,
director departamento urbanismo,operations director,director departamento urbanismo,,
director general operaciones,operations director,director general operaciones,,
director murcia baleares,operations director,director murcia baleares,,
director operaciones calidad,operations director,director operaciones calidad,,
jefe sonido directo,operations director,jefe sonido directo,,
responsable compras operaciones,operations director,responsable compras operaciones,,
ingeniero operaciones,operations engineer,ingeniero operaciones,,
ejecutiva operaciones,operations executive,ejecutiva operaciones,,
operaciones mantenimiento,operations maintenance manager,operaciones mantenimiento,,
responsable operaciones mantenimiento,operations maintenance manager,responsable operaciones mantenimiento,,
gerente director operaciones,operations manager,gerente director operaciones,,
gerente operaciones,operations manager,gerente operaciones,,
gestor de operaciones,operations manager,gestor de operaciones,,
operador gestor,operations manager,operador gestor,,
responsable de operaciones,operations manager,responsable de operaciones,,
responsable departamento operaciones,operations manager,responsable departamento operaciones,,
responsable operaciones calidad,operations quality manager,responsable operaciones calidad,,
supervisor de operaciones,operations supervisor,supervisor de operaciones,,
tecnico operaciones,operations technical manager,técnico operaciones,,
tecnico operaciones redes,operations technical manager,técnico operaciones redes,,
auxiliar operador,operator,auxiliar operador,,
oficial fresador,operator,oficial fresador,,
oficial pista,operator,oficial pista,,
oficial tornero,operator,oficial tornero,,
oficial tornero fresador,operator,oficial tornero fresador,,
operador calderas,operator,operador calderas,,
operador montaje,operator,operador montaje,,
operador nivel,operator,operador nivel,,
operador rampa,operator,operador rampa,,
operador reservas,operator,operador reservas,,
operario acondicionamiento,operator,operario acondicionamiento,,
operario automocion,operator,operario automoción,,
operario auxiliar,operator,operario auxiliar,,
operario cadena,operator,operario cadena,,
operario cocina,operator,operario cocina,,
operario manipulador,operator,operario manipulador,,
operario montajes,operator,operario montajes,,
operario primera,operator,operario primera,,
operario reciclaje,operator,operario reciclaje,,
operario torno,operator,operario torno,,
operario verificador,operator,operario verificador,,
operdor de soldadura,operator,operador de soldadura,,
tornero convencional,operator,tornero convencional,,
operador camara tecnico sonido,operator technician,operador cámara técnico sonido,,
cirujano oral,oral surgeon,cirujano oral,,
administrativo pedidos,order administrator,administrativo pedidos,,
encargado pedidos,order manager,encargado pedidos,,
jefe sala encargado,order manager,jefe sala encargado,,
organizador coordinador,organizer,organizador coordinador,,
propietario,owner,propietario,,
jefe,owner boss,jefe,,
jefe asturias,owner boss,jefe Asturias,,
jefe bodega,owner boss,jefe bodega,,
propietario jefe,owner chief,propietario jefe,,
gerente propietario,owner manager,gerente propietario,,
secretario presidencia,pa directors,secretario presidencia,,
empaquetador,packer,empaquetador,,
envasador,packer,envasador,,
jefe chapa pintura,paint supervisor,jefe chapa pintura,,
pintor,painter,pintor,,
pintor edificios,painter,pintor edificios,,
pintor empapelador,painter,pintor empapelador,,
pintor oficial primera,painter,pintor oficial primera,,
pintores,painter,pintores,,
responsable chapa pintura,painter,responsable chapa pintura,,
oficial chapa pintura,painting decorating,oficial chapa pintura,,
asistente parlamentario,parliamentary assistant,asistente parlamentario,,
colaborador administrativo,partner,colaborador administrativo,,
promotor captador socios,partner business development,promotor captador socios,,
tripulante cabina pasajeros (tcp),passenger service agent,tripulante cabina pasajeros (tcp),,
cocinero pastelero,pastry chef,cocinero pastelero,,
repostera,pastry chef,repostera,,
repostero,pastry chef,repostero,,
coordinador pacientes,patient coordinator,coordinador pacientes,,
patrono,patron,patrono,,
patronista calzado,pattern cutter,patronista calzado,,
disenador de patronaje,pattern designer,diseñador de patronaje,,
patronista,pattern designer,patronista,,
administrativo departamento pagos,payments administrator,administrativo departamento pagos,,
administrativo medios pago,payments administrator,administrativo medios pago,,
director de medios de pago,payments manager,director de medios de pago,,
gestor de morosidad,payments manager,gestor de morosidad,,
gestor medios pago,payments manager,gestor medios pago,,
jefe medios pago,payments manager,jefe medios pago,,
responsable medios pago,payments manager,responsable medios pago,,
responsable pagos,payments manager,responsable pagos,,
tecnico medios de pago,payments officer,técnico medios de pago,,
administrativo nominas,payroll administrator,administrativo nominas,,
analista de nominas,payroll analyst,analista de nóminas,,
responsable de nominas,payroll manager,responsable de nóminas,,
monitor de actividades fisico deportivas,pe teacher,monitor de actividades físico deportivas,,
pensionista,pensioner,pensionista,,
gestor personas,people manager,gestor personas,,
