mid,data_id
journalist,periodista
journalist editor,periodista redactor
journalist reporter,periodista reportero
judge,juez
judge,magistrado
jurist,jurista
key accounts,key account grandes cuentas
key accounts manager,gestor cuentas clave
kitchen assistant,asistente de cocina
kitchen assistant,auxiliar de cocina
kitchen assistant,ayudante cocina ayudante camarero
kitchen assistant,ayudante cocina limpiadora
kitchen assistant,ayudante cocina restaurante
kitchen assistant,ayudante de cocina
kitchen assistant,dependiente ayudante cocina
kitchen assistant,pinche
kitchen bathroom fitter,jefe sector madera cocinas
kitchen manager,jefe cocina gerente
knowledge management consultant,responsable gestion conocimiento
labourer,jornalero
landscape architect,arquitecto paisajista
landscaper,paisajista
language assistant,asistente idiomas
language teacher,logopeda maestro audicion lenguaje
language teacher,profesor de idiomas
language teacher,profesor lengua
law consultant,abogado consultor
law intern,auxiliar justicia
law intern,auxiliar procurador
lawyer,letrado
lawyer,oficial abogado
lawyer,procurador habilitado
lawyer assistant,ayudante abogado
lead analyst,analista funcional jefe
lead director,director titular
lead engineer,aparejador jefe
lead engineer,jefe obras civiles
lead supervisor,supervisor jefe
lead technician,jefe tecnico sistemas
lean consultant,consultor lean
lean manufacturing manager,experto lean manufacturing
learning support teacher,profesor apoyo extraescolar
lecturer,conferenciante
lecturer associate professor,profesor asociado derecho administrativo
lecturer associate professor,profesor asociado derecho mercantil
lecturer history,licenciada historia
lecturer researcher,docente investigador
lecturer trainer,formador conferenciante
legal administrative assistant,administrativo juridico
legal adviser,letrado asesor
legal assistant,asistente letrado
legal service,letrado servicios juridicos
leisure assistant,auxiliar comedor ocio
leisure manager,coordinador ocio
leisure manager,monitor actividades ludicas
librarian,archivero bibliotecario
librarian,bibliotecario
librarian,bibliotecario documentalista
library assistant,auxiliar archivos bibliotecas
library assistant,auxiliar biblioteca biblioteca
library assistant,auxiliar de biblioteca
library assistant,ayudante biblioteca
license manager,director concesiones
license manager,gestor licencias
life coach,coach
lifeguard,socorrista
lifestyle consultant,estilista asesor imagen
line cook,cocinero linea
line manager,gerente linea
line operator,operador de linea
line operator,operario de linea
line operator,operario encargado
line supervisor,supervisor linea
location manager,jefe localizaciones
logistics analyst,analista tic
logistics support,soporte logistico
logistics trainee,becario de operaciones
loss adjuster,administrativo siniestros
loss adjuster,administrativo tramitador siniestros
loss adjuster,perito tasador siniestros
machine driver,conductor maquinaria
machine driver,conductor maquinas
machine driver,jefe parque maquinaria
machine engineer,ingeniero maquinaria
machine operator,oficial maquina
machine operator,operador de maquinaria
machine operator,operador maquina
machine operator,operador maquinas
machine operator,operario maquina
machine operator,operario maquina corte laser
machine operator,operario maquina herramienta
machine operator,operario maquina inyeccion
machine operator,operario maquinaria industrial
machine operator,operario maquinaria pesada
machine operator,operario maquinas
machine operator,preparador maquinas
machine technician,tecnico de maquinaria
machinist,instrumentista
maintenance,mantenimiento
maintenance,mantenimiento equipos
maintenance,mantenimiento industrial
maintenance,mantenimiento preventivo
maintenance,montador mantenimiento
maintenance,mozo mantenimiento
maintenance,responsable mantenimientos
maintenance,socorrista mantenimiento
maintenance,soldador mantenimiento
maintenance administrator,administrativo de mantenimiento
maintenance assistant,asistente de mantenimiento
maintenance assistant,auxiliar mantenimiento
maintenance assistant,ayudante mantenimiento
maintenance assistant,ayudante tecnico mantenimiento
maintenance coordinator,coordinador de mantenimiento
maintenance electrician,electricista mantenimiento
maintenance electrician,oficial electricista mantenimiento
maintenance engineer,ingeniero de mantenimiento
maintenance engineer,ingeniero departamento mantenimiento
maintenance engineer,ingeniero mantenimiento instalaciones
maintenance engineer,ingeniero operaciones mantenimiento
maintenance manager,encargado de mantenimiento
maintenance manager,encargado mantenimiento industrial
maintenance manager,encargado produccion mantenimiento
maintenance manager,gestor contratos mantenimiento
maintenance manager,gestor mantenimiento
maintenance manager,jefe de mantenimiento
maintenance manager,jefe produccion mantenimiento
maintenance manager,jefe tecnico mantenimiento
maintenance manager,responsable dpto mantenimiento
maintenance manager,responsable mantenimiento
maintenance mechanic,mecanico mantenimiento
maintenance officer,jefe de mantenimiento industrial
maintenance officer,oficial de mantenimiento
maintenance officer,oficial de primera mantenimiento
maintenance officer,oficial mecanico mantenimiento
maintenance officer,oficial segunda mantenimiento
maintenance officer,peon de mantenimiento
maintenance officer,responsable de mantenimiento
maintenance officer,tecnico mantenimiento oficial
maintenance operative,operario mantenimiento industrial
maintenance service,servicio de mantenimiento
maintenance supervisor,supervisor de mantenimiento
maintenance team leader,jefe de equipo de mantenimiento
maintenance technician,tecnico de mantenimiento
maintenance technician,tecnico de mantenimiento electromecanico
maintenance technician,tecnico de operaciones de mantenimiento
maintenance technician,tecnico electromecanico mantenimiento
maintenance technician,tecnico instalador mantenimiento
maintenance technician,tecnico mantenimiento avionica
maintenance technician,tecnico mantenimiento electromedicina
maintenance technician,tecnico mantenimiento industrial
maintenance technician,tecnico mantenimiento instalador
maintenance technician,tecnico mantenimiento maquinaria
maintenance technician,tecnico mantenimiento obras
maintenance technician,tecnico mantenimiento planta
maintenance technician,tecnico mantenimientos
maintenance technician,tecnico obras mantenimiento
maintenance technician,tecnico puesta marcha mantenimiento
maintenance technician,tenico mantenimiento
maintenance worker,operario de mantenimiento
maitre,jefe de sala
makeup artist,consejera belleza maquilladora
management,gerencia
management,responsable gerencia
management administrator,administrativo de gerencia
management administrator,administrativo dpto gestion
management administrator,administrativo gerencia
management assistant,asistente gerencia
management consultant,asesor gerencia
management consultant,consultor gerente
management consultant,consultor gestion calidad
management consultant,consultor gestor
management development,gestion desarrollo personas
management engineer,ingeniero gerente
management technician,tecnico de gestion de servicios comunes
management technician,tecnico de seleccion y gestion de personal
management technician,tecnico gestion ayudas
management technician,tecnico seleccion gestion
manager,afilador
manager,calderero montador
manager,delineante naval
manager,encargado
manager,encargado autonomo
manager,encargado cajas
manager,encargado corner
manager,encargado fontaneria
manager,encargado parafarmacia
manager,encargado pescaderia
manager,encargado tercera
manager,encargado textil
manager,gerente
manager,gerente asturias
manager,gerente murcia
manager,gerente rural
manager,gerente seleccion
manager,gerente trabajador
manager,gestor
manager,gestor alarmas
manager,gestor casos
manager,gestor espacios
manager,gestor llamadas
manager,gestor marcas
manager,gestor presencial
manager,gestor telefonico
manager,jefe metodos tiempos
manager,peon encargado
manager,responsable
manager,responsable caballero
manager,responsable cantabria
manager,responsable de sala
manager,responsable de unidad
manager,responsable filial
manager,responsable noroeste
manager,responsable provincia
manager,responsable valladolid
manager,responsable varios departamentos
manager,sanitario
manager,viceconsejero
manager advisory,asesor fiscal gerente
manager advisory,asesor gestor laboral
manager financial services,gerente servicios financieros
manager quality management,jefe gestion calidad
manager quality management,responsable gestion calidad
manager real estate,gerente agencia inmobiliaria
manager real estate,gestor patrimonio inmobiliario
manager trainer,encargado formador
managers assistant,gestor asistencia
managing consultant,gestor tramitador
managing creative director,director creativo / gerente
managing director,director administrador
managing director,director encargado
managing director,director general
managing director,director general director
managing director,director gerente
managing director,maestro director
managing director,secretario gerencia
managing director consultant,consejero administracion
managing director manager,director gerente administrador
managing director media,gerente director medico
managing director shareholder,gerente accionista
managing partner,socio gerente
manufacturing process engineer,ingeniero procesos fabricacion
manufacturing quality engineer,responsable calidad fabricacion
market analyst,analista de mercados
market analyst,analista mercado
market developer,desarrollador mercado
market development,desarrollo mercados
market manager,director mercados
market manager,director nuevos mercados
market research analyst,analista estudios mercado
market research assistant,asistente estudios mercado
market researcher,investigador mercado
market researcher,investigador mercados
market researcher,investigadora mercados
market risk analyst,analista riesgo mercado
marketing advertising,locutor anuncios
marketing advertising,marketing publicidad
marketing coordinator,coordinador mercadeo
marketing coordinator,coordinador promociones
marketing designer,disenador de publicidad
marketing manager,responsable dpto publicidad
marketing manger,jefe publicidad marketing
marketing pr manager,jefe imagen
marketing promotions manager,gerente promociones inmobiliarias
marketing responsible,responsable mercados
marketing segment manager,coordinador jefe ventas
massage therapist,masajista
massage therapist,quiromasajista
massage therapist,terapeuta masajista
materials controller,responsable materias primas
materials coordinator,coordinador materiales
materials manager,gestor materiales
materials processes engineer,ingeniero materiales procesos
materials processes engineer,ingeniero superior procesos
maternity nurse,enfermero maternidad
mayor,alcalde
mecanicien machines,marinero puente maquinas
mechanic,mecanico automocion
mechanical design engineer,ingeniero proyectista mecanico
mechanical designer,proyectista mecanico
mechanical engineer,ingeniero mecanico
mechanical maintenance engineer,ingeniero mantenimiento mecanico
mechanical manager,encargado mantenimiento mecanico
mechanical manager,encargado mecanico
mechanical manager,encargado mecanizado
mechanical team leader,jefe equipo mecanico
mechanical team leader,jefe instalaciones mecanicas
media analyst,analista de medios
media analyst,analista prensa
media analyst,analista social media
media assistant,asistente de medios
media consultant,periodista asesor
media director,director medios audiovisuales
media relations manager,responsable relaciones medios
media spokesperson,portavoz
mediator,abogado mediador
mediator,mediador
medical adviser,asesor medico
medical assistant,asistente medico
medical assistant,medico adjunto digestivo
medical consultant,medico adjunto
medical consultant,medico consultor
medical coordinator,coordinador medico
medical delegate,delegado visitador medico
medical director,director medico
medical director,director servicios medicos
medical expert,perito medico
medical intern,interno medicina
medical practitioner,atencion medico de familia
medical practitioner,medico adicciones
medical practitioner,medico contingencias comunes
medical practitioner,medico equipo atencion
medical practitioner,medico familia salud
medical practitioner,medico mir
medical resident,medico residente medicina familia
medical resident,medico residente medicina nuclear
medical resident,medico residente medicina trabajo
medical resident,medico residente obstetricia ginecologia
medical resident,residente medicina nuclear
medical sales representative,delegado visita medica
medical sales representative,visitador medico
mentor,mentor
merchant navy,jefe maquinas marina mercante
merchant navy,vendedor mozo almacen
metal worker,metalista
midwife,comadrona
midwife,matrona
military,militante
miller,molinero
mobile application developer,desarrollador aplicaciones moviles
mobile developer,desarrollador movil
mobile technician,tecnico movilidad
mobility,agente de movilidad
mobility manager,gestor movilidad
mobility manager,responsable movilidad
model,azafato de imagen
modeller,modelador
moderator,moderador
monitor,monitor actividad
monitor,monitor baile
monitor,monitor camarero
monitor,monitor granja
monitor,monitor idiomas
monitor,monitor internet
monitor,monitor memoria
monitor,monitor social
monitor,monitor turismo
monitoring officer,monitor actividad extraescolar
monitoring officer,monitor actividades infantiles juveniles
monitoring officer,monitor actividades libre infantil juvenil
monitoring officer,monitor clases extraescolares ingles
monitoring officer,monitor colonias urbanas
monitoring officer,monitor comedor colegio
monitoring officer,monitor habilidades sociales
monitoring officer,monitor pista hielo
monitoring officer,monitor talleres memoria
monitoring officer,responsable de seguimiento
mortgage administrator,administrativo hipotecario
mortgage advisor,asesor hipotecario
mortgage manager,gestor hipotecario
mortgage manager,gestor prestamos hipotecarios
motor claims handler,tramitador siniestros automocion
multimedia developer,desarrollador multimedia
multimedia developer,desarrollador web multimedia
multimedia producer,realizador multimedia
music producer,productor musical
music producer sound engineer,ingeniero sonido productor musical
national account executive,ejecutivo cuentas nacionales
national account manager,jefe cuentas nacionales
national accounts manager,gerente cuentas nacionales
national accounts manager,gestor cuentas nacionales
naval architect,ingeniero naval
net developer,desarrollador .net
net developer,desarrollador net
net software developer,desarrollador software net
net web developer,desarrollador web net
network administrator,administrador de redes
network administrator,administrador redes informaticas
network administrator,administrador redes sociales
network analyst,analista redes
network consultant,consultor redes
network coordinator,coordinador de redes sociales
network coordinator,coordinador redes
network development manager,desarrollo net
network engineer,ingeniero redes
network manager,responsable de redes
network security engineer,ingeniero seguridad redes
network support engineer,ingeniero soporte redes
network systems administrator,administrador de redes y comunicaciones
network systems administrator,administrador de sistemas y aplicaciones
network systems administrator,administrador redes sistemas informaticos
network systems administrator,administrador sistemas informaticos practicas
network systems administrator,administrador sistemas informaticos redes
network systems administrator,administrador sistemas redes
network systems administrator,programador web administrador sistemas
network systems administrator,tecnico administrador de sistemas informaticos
network systems engineer,responsable sistemas redes
network technician,tecnico de redes sociales
neurosurgeon,neurocirujano
new business development,desarrollo nuevo negocio
new product development manager,responsable desarrollo nuevos productos
news editor,editor de noticias
news editor,editor informativos
news editor,redactor de informativos
news editor,redactor de noticias
news editor,redactor informativo
news editor,redactor servicios informativos
news manager,coordinador de informativos
news presenter,presentador de informativos
news presenter,presentador noticias
news presenter,redactor presentadora informativos
news writer,redactor actualidad
night auditor,auditor noche
night auditor,auditor nocturno
nuclear engineer,ingeniero nuclear
nuclear engineer,ingeniero seguridad nuclear
nurse,enfemero
nurse,enfermera
nurse,enfermero
nurse,enfermero familia
nurse,enfermero generalista
nurse,enfermero geriatria
nurse,enfermero hemodialisis
nurse,enfermero hemodinamica
nurse,enfermero nefrologia
nurse,enfermero podologa
nurse,enfermero salud
nurse,enfermero sangre
nurse,licenciada enfermeria
nurse,tecnico de enfermeria
nurse assistant,enfermero reproduccion asistida
nurse consultant,enfermero consulta
nurse coordinator,enfermero coordinador
nurse manager,enfermero gestor
nurse specialist,enfermero uvi movil
nursing assistant,auxilar enfermeria
nursing assistant,auxiliar de enfermeria
nursing assistant,ayudante enfermeria
nutritional advisor,asesor nutricional
nutritional therapist,nutricionista deportiva
obstetrician gynaecologist,medico adjunto ginecologia obstetricia
obstetrician gynaecologist,medico adjunto servicio ginecologia obstetricia
occupational health,medico ocupacional
occupational health,tecnico salud laboral
occupational health nurse,enfermero laboral
occupational therapist,coordinador terapeuta ocupacional
occupational therapist,terapeuta ocupacional
occupational therapist,terapeuta ocupacional domicilio
office administrator,administrador oficina
office assistant,ayudante de despacho
office consultant,consultor oficinas
office coordinator,coordinador oficinas
office manager,director bufete
office manager,director de oficina
office manager,director departamento oficinas
office manager,encargado oficial primera
office manager,gerente de oficina
office manager,gerente oficial
office manager,responsable oficinas
office sales manager,gerente de punto venta
office sales manager,gestor de puntos de venta
office sales manager,gestor punto ventas
office sales manager,gpv gestor punto venta
office secretary,secretario oficina
officer,oficial
officer,oficial calderero
officer,oficial carretillero
officer,oficial maquinas
officer,oficial responsable
officer,ofimatico
official,oficial enlace
online coordinator,coordinador linea cajas
operating manager,gerente operario
operational director,director operacional
operational director,director operativa
operational director,director operativo
operational manager,gestor operativa
operational manager,responsable operativo
operational specialist,operador especializado
operations,operario inventario
operations administrator,administrativo dpto operaciones
operations administrator,administrativo operario
operations analyst,analista operaciones
operations assistant,asistente operaciones
operations assistant,auxiliar operativo
operations associate,adjunta operaciones
operations coordinator,coordinador departamento operaciones
operations coordinator,coordinador operaciones
operations director,director centros comerciales
operations director,director de operaciones
operations director,director del departamento de operaciones
operations director,director departamento compras
operations director,director departamento fiscal
operations director,director departamento obras
operations director,director departamento urbanismo
operations director,director general operaciones
operations director,director murcia baleares
operations director,director operaciones calidad
operations director,jefe sonido directo
operations director,responsable compras operaciones
operations engineer,ingeniero operaciones
operations executive,ejecutiva operaciones
operations maintenance manager,operaciones mantenimiento
operations maintenance manager,responsable operaciones mantenimiento
operations manager,gerente director operaciones
operations manager,gerente operaciones
operations manager,gestor de operaciones
operations manager,operador gestor
operations manager,responsable de operaciones
operations manager,responsable departamento operaciones
operations quality manager,responsable operaciones calidad
operations supervisor,supervisor de operaciones
operations technical manager,tecnico operaciones
operations technical manager,tecnico operaciones redes
operator,auxiliar operador
operator,oficial fresador
operator,oficial pista
operator,oficial tornero
operator,oficial tornero fresador
operator,operador calderas
operator,operador montaje
operator,operador nivel
operator,operador rampa
operator,operador reservas
operator,operario acondicionamiento
operator,operario automocion
operator,operario auxiliar
operator,operario cadena
operator,operario cocina
operator,operario manipulador
operator,operario montajes
operator,operario primera
operator,operario reciclaje
operator,operario torno
operator,operario verificador
operator,operdor de soldadura
operator,tornero convencional
operator technician,operador camara tecnico sonido
oral surgeon,cirujano oral
order administrator,administrativo pedidos
order manager,encargado pedidos
order manager,jefe sala encargado
organizer,organizador coordinador
owner,propietario
owner boss,jefe
owner boss,jefe asturias
owner boss,jefe bodega
owner chief,propietario jefe
owner manager,gerente propietario
pa directors,secretario presidencia
packer,empaquetador
packer,envasador
paint supervisor,jefe chapa pintura
painter,pintor
painter,pintor edificios
painter,pintor empapelador
painter,pintor oficial primera
painter,pintores
painter,responsable chapa pintura
painting decorating,oficial chapa pintura
parliamentary assistant,asistente parlamentario
partner,colaborador administrativo
partner business development,promotor captador socios
passenger service agent,tripulante cabina pasajeros (tcp)
pastry chef,cocinero pastelero
pastry chef,repostera
pastry chef,repostero
patient coordinator,coordinador pacientes
patron,patrono
pattern cutter,patronista calzado
pattern designer,disenador de patronaje
pattern designer,patronista
payments administrator,administrativo departamento pagos
payments administrator,administrativo medios pago
payments manager,director de medios de pago
payments manager,gestor de morosidad
payments manager,gestor medios pago
payments manager,jefe medios pago
payments manager,responsable medios pago
payments manager,responsable pagos
payments officer,tecnico medios de pago
payroll administrator,administrativo nominas
payroll analyst,analista de nominas
payroll manager,responsable de nominas
pe teacher,monitor de actividades fisico deportivas
pensioner,pensionista
people manager,gestor personas
personal adviser,asesor personal
personal advisor,asesor imagen personal
personal advisor,personal shopper asesor imagen
personal assistant,asistente personal
personal assistant general manager,personal servicios generales
personal assistant secretary,secretario asistente personal
personal banker,banquero personal
personal banking advisor,consultor banca personal
personal banking manager,director cuentas banca personal
personal banking manager,ejecutivo banca personal
personal banking manager,gerente banca personal
personal banking manager,gestor banca personal
personal banking manager,gestor personal banca
personal banking manager,responsable banca personal
personal care assistant,asistente domicilio
personal manager,encargado de personal
personal manager,gerente personal
personal manager,gestor personal
personal trainer,entrenador personal
personal trainer,entrenador personal domicilio
personal trainer,entrenador personal monitor
personal trainer,fisioterapeuta entrenador personal
personal trainer,formador personal
personal trainer,instructor entrenador personal
personnel manager,jefe departamento personal
personnel manager,responsable de personal
personnel manager,responsable personas
personnel officer,administrativo de seleccion de personal
pharmaceutical sales representative,delegado de ventas en farmacia
pharmaceutical sales representative,delegado venta farmacias
pharmaceutical sales representative,visitador farmacia
pharmaceutical sales representative,visitador medico atencion
pharmaceutical sales representative,visitador medico farmacia
pharmacist,farmaceutico adjunto oficina farmacia
pharmacist,vendedor farmacias
pharmacy assistant,asistente farmacia
pharmacy assistant,auxiliar de farmacia
pharmacy assistant,auxiliar diplomado farmacia
pharmacy manager,adjunta oficina farmacia
pharmacy manager,gerente farmacia
pharmacy manager,gestor farmacias
photographer,fotografo publicidad
photographer videographer,vendedor videojuegos
php developer,desarrollador php
php web developer,desarrollador web php
physical trainer,preparador fisico readaptador de lesiones
physiotherapist,fisioterapeuta
physiotherapist,fisioterapeuta coordinador
physiotherapy assistant,auxiliar fisioterapia
pianist,pianista
piano teacher,profesor de piano
pilot,piloto
pilot,piloto vuelos
pilot instructor,piloto instructor
pipefitter,engrasador
planning administrator,administrativo planificacion
planning director,director planificacion
planning executive,ejecutivo planificacion
planning manager,responsable planificacion
plant controller,controlador planta
plant engineer,ingeniero de planta
plant manager,director de planta
plant manager,encargado de planta
plant manager,encargado planta hormigon
plant manager,responsable de planta
plant operator,operador ensayos destructivos
plant operator,operador planta
plant operator,operario de inyeccion de plastico
plant operator,operario inyeccion plasticos
plant operator,operario jefe equipo
plant operator,operario planta
plant operator,operario planta piloto
plant operator,operario sector metal
plant quality manager,jefe calidad planta
plant quality manager,responsable de calidad en planta
plasterer tiler,yesero
plastic surgeon,medico adjunto cirugia plastica
platform manager,gerente plataforma
player coach,entrenador jugador
plumber,colaborador pipe
plumber,fontanero
plumber,instalador fontaneria
plumber,lampista
plumber,oficial fontanero
plumber,peon de fontaneria
plumber,peon fontanero
plumber gas fitter,instalador gas
plumber heating,fontanero calefactor
plumbing heating,oficial fontaneria calefaccion
political advisor,asesor politica
political affairs officer,concejal de partido politico
porter,conserje
porter,controlador de accesos
porter,maletero
portfolio,jefe cartera
portfolio manager,gestor carteras
portrait artist,retratista
postal worker,repartidor correspondencia
postman,cartero
pr director,director protocolo
practice lead,practicante
presenter,editor presentador
presenter,presentador
presenter,presentador de programa
presenter reporter,presentador reportero
president,presidente
president,presidente cooperativa
press,planchador
press assistant,asistente gabinete prensa
press assistant,auxiliar de prensa
press officer,asesor de prensa
press officer,oficial prensa
press officer,oficina prensa
press officer,responsable de prensa
press operator,operador prensa
press operator,operario de prensas
press operator,prensista
prevention manager,gestor prevencion riesgos laborales
prevention manager,jefe servicio prevencion propio
prevention officer,administrativo departamento prevencion riesgos laborales
prevention officer,administrativo prevencion riesgos laborales
prevention officer,jefe de servicios de prevencion de riesgos laborales
prevention officer,jefe departamento prevencion riesgos laborales
prevention officer,jefe prevencion de riesgos laborales
prevention officer,jefe prevencion riesgos laborales
pricing analyst,analista de precios
primary school teacher,maestro
principal,director bachillerato
principal,docente secundaria bachillerato
principal manager,gestor oficina principal
principal wealth management,gestion activos inmobiliarios
printer,impresor
private banker,banquero privado
private banking advice manager,asesor banca privada
private banking advice manager,asesor inversiones banca privada
private banking advice manager,asesor patrimonial banca privada
private banking manager,gerente banca privada
private banking manager,gestor banca particulares
private banking manager,gestor de banca privada
private banking manager,gestor patrimonios banca privada
private banking manager,jefe equipo banca privada
private manager,gestor operativo particulares
private manager,gestor privado
private secretary,secretario particular
private teacher,docente clases particulares
process automation engineer,ingeniero automatizacion procesos
process consultant,consultor calidad procesos
process consultant,consultor de procesos
process coordinator,coordinador de procesos
process development engineer,ingeniero desarrollo procesos
process engineer,ingeniero de procesos
process engineer internship,ingeniero de procesos de practicas
process improvement engineer,ingeniero mejora procesos
process improvement engineer,responsable mejora procesos
process improvement engineer,tecnico mejora procesos
process manager,jefe de procesos
process manager,responsable procesos
process operator,operador proceso
process operator,operador proceso datos
process quality engineer,ingeniero calidad proceso
process quality engineer,ingeniero calidad procesos
process quality manager,calidad procesos
process quality manager,responsable de calidad de procesos
process supervisor,supervisor procesos
process technician,tecnico de procesos
processing,tratamiento datos
processor,gestion procesos
processor,tramitador
procurement director,director aprovisionamientos
procurement manager,gestor compras aprovisionamiento
producer,locutor productor
producer,locutor realizador
producer,productor
producer,productor guionista
producer,productor realizador
producer,realizador
producer,realizador audiovisual
producer host,director presentador
producer photographer,fotografo de producto
producer presenter,editor presentador informativos
producer presenter,redactor / presentador
producer presenter,redactor editor presentadora
product advisor,asesor de producto
product assistant,asistente producto
product brand manager,jefe producto marca propia
product business development manager,desarrollo nuevos productos
product consultant,asesor de productos
product consultant,consultor producto
product coordinator,coordinador de producto
product designer,responsable diseno del producto
product developer,desarrollador de producto
product developer,desarrollador producto
product development,desarrollo producto
product development,responsable desarrollo producto
product development director,director de desarrollo de producto
product development director,director desarrollo productos
product development engineer,ingeniero de desarrollo de producto
product development engineer,ingeniero desarrollo producto
product development engineer,ingeniero diseno industrial desarrollo producto
product development manager,responsable desarrollo productos
product engineer,ingeniero de producto
product lead,responsable compras producto
product lead,responsable departamento producto
product manager,director de producto
product manager,encargado producto
product manager,gerente de producto
product manager,gerente productos
product manager,gestor productos
product manager,jefe de producto
product manager,product manager
product manager,responsable de producto
product manager,responsable productos
product marketing,cuponeadora
product process engineer,ingeniero procesos produccion
product process engineer,ingeniero procesos producto
product process engineer,ingeniero producto proceso
product process engineer,ingeniero producto procesos
product process engineer,responsable produccion procesos
product quality engineer,ingeniero calidad produccion
product quality engineer,ingeniero calidad producto
product quality engineer,ingeniero produccion calidad
product supply manager,director aprovisionamiento
product technician,tecnico de producto
product technician,tecnico responsable de productos
production,presentadora productora
production assistant,asistente jefe produccion
production assistant,auxiliar produccion
production assistant,ayudante de produccion
production assistant,ayudante produccion publicidad
production assistant,ayundante produccion
production assistant,guionista ayudante produccion
production coordinator,productor coordinador
production editor,jefe produccion ayudante
production editor,jefe produccion cortometraje
production editor,topografo jefe produccion
production engineer,ingeniero produccion
production engineering,responsable ingenieria producto
production executive,ejecutivo produccion
production line,responsable linea producto
production line manager,jefe de linea de produccion
production manager,director produccion
production manager,encargado de produccion
production manager,jefe de produccion
production manager,jefe produccion encargado
production operator,operario produccion almacen
production operator,operario produccion calidad
production planner,planificador produccion
production purchasing manager,jefe produccion compras
production quality manager,departamento produccion calidad
production quality manager,jefe calidad produccion
production quality manager,jefe de produccion y calidad
production quality manager,responsable calidad produccion
production quality manager,responsable de produccion y calidad
production quality manager,responsable produccion calidad
production section manager,jefe seccion produccion
production technician,jefe produccion oficina tecnico
production technician,tecnico jefe produccion
production unit manager,responsable unidad produccion
products manager,director de productos
professional teacher,profesor certificados profesionalidad
professional tennis player,tenista
professor,profesor coloborador
professor,profesor titular
professor,profesor titular universitaria
professor,profesor universitario
professor director,profesor director teatro
professor history,profesor titular historia
professor researcher,profesor titular investigador
professor studies,profesor titular interina
program administrator,programador administrador
program advisor,asesor programas
program analyst,administrador analista programador
program analyst,analista programador administrador
program assistant,ayudante produccion programa
program coordinator,coordinador de programa
program director,director de programa
program director,director de programas
program director,director presentador programa
program manager,gerente programador
program manager,gestor programas
program officer,administrativo programador
program project manager,programador jefe proyecto
programm administrator,programador administrador bases datos
programm coordinator,coordinador programa voluntariodo
programm coordinator,coordinador programas sociales
programmer,delineante programador
programmer,programador
programmer,programador automatismos
programmer,programador numerico
programmer,programador unity
programmer analyst,analista organico analista programador
project analyst,analista funcional proyecto
project analyst,analista jefe proyecto
project analyst,analista proyecto
project architect,arquitecto jefe proyecto
project architect,arquitecto proyectos
project consultant,consultor jefe proyecto
project coordinator,coordinador de proyecto
project coordinator consultant,consultor coordinador
project developer,desarrollador proyecto
project developer,programador proyecto
project development,desarrollo de proyecto
project director,adjunto director proyecto
project engineer,ingeniero de proyecto
project engineer,ingeniero superior proyecto
project engineer,ingeniero tecnico proyecto
project manager,arquitecto director proyecto
project manager,director de proyecto
project manager,gerente de proyecto
project manager,gestor de proyecto
project manager,gestor de proyectos
project manager,jefe de proyecto
project manager,jefe de proyecto / project manager
project manager,responsable de proyecto
project quality engineer,ingeniero calidad proyecto
project service engineer,ingeniero tecnico obras publicas
project supervisor,supervisor proyecto
project supervisor,vigilante obras
project team,jefe equipo proyecto
project technician,tecnico de proyecto
project technician,tecnico superior proyecto informatico
projects assistant,ayudante jefe proyecto
projects manager,gerente superior proyecto
projects manager,project manager / jefe de proyecto
projects officer,jefe proyecto informatico
projects officer,jefe proyecto junior
projects officer,jefe proyecto responsable
promoter,agente promotor
promoter,azafato promociones congresos
promoter,promotor
promoter,promotor deportivo
promoter,promotor negocio
promoter,promotor prensa
promoter,promotor productos
promoter,promotor proyecto
promoter,promotor publicitario
promoter,promotor vendedor
promoter,promotora financiera
promotion manager,gerente promotor
promotions,departamento promociones
promotions director,director promotor
promotions manager,gerente de promociones
promotions officer,promotor de puntos de venta
proofreader,corrector
proofreader,redactor corrector
property advisor,asesor propiedad industrial
property advisor,consejero patrimonial
property agent,agente de propiedad industrial
property consultant,asesor propiedad inmobiliaria
property lawyer,abogado propiedad industrial
property maintenance,jefe departamento mantenimiento
property maintenance,responsable compras mantenimiento
property maintenance,responsable mantenimiento obras
property maintenance manager,responsable departamento mantenimiento
property manager,gestor de fincas
property manager,gestor de inmuebles
property surveyor,tasador inmobiliario
protection engineer,ingeniero protecciones
psychiatric nurse,enfermero psiquiatria
psychologist,psicologo adicciones
psychologist,psicologo seleccion
public health officer,veterinario oficial salud publica
public manager,encargado obras publicas
public relations,agente de relaciones publicas
public relations,periodista relaciones publicas
public relations,publicidad relaciones publicas
public relations,relaciones publicas
public relations,relaciones publicas rrpp
public relations,responsable relaciones publicas
public relations,rrpp
public relations consultant,consultor relaciones publicas
public relations manager,encargado relaciones publicas
public relations officer,administrativo relaciones publicas
publications manager,jefe publicaciones
publications manager,redactor publicaciones
publications manager,responsable publicaciones
publicity assistant,auxiliar publicidad
publicity manager,jefe marketing publicidad
publicity officer,actor publicitaria
publicity officer,azafato publicidad
publicity officer,delegado publicidad
publicity officer,locutor publicitario
purchase administrator,administrativo compras almacen
purchase administrator,administrativo responsable compras
purchase administrator,jefe administracion compras
purchase administrator,responsable de compras de administracion
purchase manager,encargado compras almacen
purchase manager,jefe area compras
purchaser,compra venta
purchaser,comprador materiales
purchasing administrator,administrativo tecnico compras
